year,month,category,act_type,type,count
2020,1,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,1,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,1,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,2
2020,1,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,1,Other legislative acts,Council regulations,basic,1
2020,1,Other legislative acts,Council regulations,amending,0
2020,1,Other legislative acts,Council directives,basic,0
2020,1,Other legislative acts,Council directives,amending,0
2020,1,Other legislative acts,Council decisions,basic,8
2020,1,Other legislative acts,Council decisions,amending,3
2020,1,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,5
2020,1,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,4
2020,1,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,1,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,1,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,1,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,1
2020,1,Implementing acts,Council implementing regulations,basic,1
2020,1,Implementing acts,Council implementing regulations,amending,4
2020,1,Implementing acts,Council implementing decisions,basic,0
2020,1,Implementing acts,Council implementing decisions,amending,2
2020,1,Implementing acts,Commission implementing regulations,basic,22
2020,1,Implementing acts,Commission implementing regulations,amending,36
2020,1,Implementing acts,Commission implementing directives,basic,0
2020,1,Implementing acts,Commission implementing directives,amending,0
2020,1,Implementing acts,Commission implementing decisions,basic,4
2020,1,Implementing acts,Commission implementing decisions,amending,11
2020,1,Other acts,Commission regulations,basic,0
2020,1,Other acts,Commission regulations,amending,2
2020,1,Other acts,Commission directives,basic,0
2020,1,Other acts,Commission directives,amending,0
2020,1,Other acts,Commission decisions,basic,35
2020,1,Other acts,Commission decisions,amending,4
2020,1,Other acts,European Central Bank regulations,basic,0
2020,1,Other acts,European Central Bank regulations,amending,0
2020,1,Other acts,European Central Bank decisions,basic,5
2020,1,Other acts,European Central Bank decisions,amending,1
2020,1,Other acts,European Central Bank guidelines****,basic,0
2020,1,Other acts,European Central Bank guidelines****,amending,0
2020,1,Other acts,European Central Bank recommendations,basic,1
2020,1,Other acts,European Central Bank recommendations,amending,0
2020,1,Other acts,European Central Bank opinions,basic,6
2020,1,Other acts,European Central Bank opinions,amending,0
2020,2,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2020,2,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2020,2,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,2,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,2,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,2,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,2,Other legislative acts,Council regulations,basic,1
2020,2,Other legislative acts,Council regulations,amending,4
2020,2,Other legislative acts,Council directives,basic,0
2020,2,Other legislative acts,Council directives,amending,2
2020,2,Other legislative acts,Council decisions,basic,20
2020,2,Other legislative acts,Council decisions,amending,10
2020,2,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
2020,2,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,5
2020,2,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,2,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,2,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,2,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,2,Implementing acts,Council implementing regulations,basic,0
2020,2,Implementing acts,Council implementing regulations,amending,3
2020,2,Implementing acts,Council implementing decisions,basic,1
2020,2,Implementing acts,Council implementing decisions,amending,2
2020,2,Implementing acts,Commission implementing regulations,basic,38
2020,2,Implementing acts,Commission implementing regulations,amending,54
2020,2,Implementing acts,Commission implementing directives,basic,0
2020,2,Implementing acts,Commission implementing directives,amending,1
2020,2,Implementing acts,Commission implementing decisions,basic,11
2020,2,Implementing acts,Commission implementing decisions,amending,19
2020,2,Other acts,Commission regulations,basic,1
2020,2,Other acts,Commission regulations,amending,7
2020,2,Other acts,Commission directives,basic,0
2020,2,Other acts,Commission directives,amending,0
2020,2,Other acts,Commission decisions,basic,35
2020,2,Other acts,Commission decisions,amending,0
2020,2,Other acts,European Central Bank regulations,basic,0
2020,2,Other acts,European Central Bank regulations,amending,0
2020,2,Other acts,European Central Bank decisions,basic,2
2020,2,Other acts,European Central Bank decisions,amending,1
2020,2,Other acts,European Central Bank guidelines****,basic,0
2020,2,Other acts,European Central Bank guidelines****,amending,1
2020,2,Other acts,European Central Bank recommendations,basic,0
2020,2,Other acts,European Central Bank recommendations,amending,0
2020,2,Other acts,European Central Bank opinions,basic,1
2020,2,Other acts,European Central Bank opinions,amending,0
2020,3,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,1
2020,3,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,3
2020,3,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,3,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,3,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,3,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,3,Other legislative acts,Council regulations,basic,0
2020,3,Other legislative acts,Council regulations,amending,1
2020,3,Other legislative acts,Council directives,basic,0
2020,3,Other legislative acts,Council directives,amending,0
2020,3,Other legislative acts,Council decisions,basic,11
2020,3,Other legislative acts,Council decisions,amending,7
2020,3,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,1
2020,3,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2020,3,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,3,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,3,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,3,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,3,Implementing acts,Council implementing regulations,basic,0
2020,3,Implementing acts,Council implementing regulations,amending,5
2020,3,Implementing acts,Council implementing decisions,basic,0
2020,3,Implementing acts,Council implementing decisions,amending,2
2020,3,Implementing acts,Commission implementing regulations,basic,20
2020,3,Implementing acts,Commission implementing regulations,amending,37
2020,3,Implementing acts,Commission implementing directives,basic,0
2020,3,Implementing acts,Commission implementing directives,amending,1
2020,3,Implementing acts,Commission implementing decisions,basic,11
2020,3,Implementing acts,Commission implementing decisions,amending,19
2020,3,Other acts,Commission regulations,basic,4
2020,3,Other acts,Commission regulations,amending,2
2020,3,Other acts,Commission directives,basic,0
2020,3,Other acts,Commission directives,amending,1
2020,3,Other acts,Commission decisions,basic,50
2020,3,Other acts,Commission decisions,amending,0
2020,3,Other acts,European Central Bank regulations,basic,0
2020,3,Other acts,European Central Bank regulations,amending,0
2020,3,Other acts,European Central Bank decisions,basic,1
2020,3,Other acts,European Central Bank decisions,amending,2
2020,3,Other acts,European Central Bank guidelines****,basic,2
2020,3,Other acts,European Central Bank guidelines****,amending,1
2020,3,Other acts,European Central Bank recommendations,basic,2
2020,3,Other acts,European Central Bank recommendations,amending,0
2020,3,Other acts,European Central Bank opinions,basic,4
2020,3,Other acts,European Central Bank opinions,amending,0
2020,4,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2020,4,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,4
2020,4,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,4,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,4,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,4,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,4,Other legislative acts,Council regulations,basic,1
2020,4,Other legislative acts,Council regulations,amending,2
2020,4,Other legislative acts,Council directives,basic,0
2020,4,Other legislative acts,Council directives,amending,0
2020,4,Other legislative acts,Council decisions,basic,14
2020,4,Other legislative acts,Council decisions,amending,6
2020,4,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,3
2020,4,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,7
2020,4,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,4,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,4,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,4,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,4,Implementing acts,Council implementing regulations,basic,0
2020,4,Implementing acts,Council implementing regulations,amending,3
2020,4,Implementing acts,Council implementing decisions,basic,0
2020,4,Implementing acts,Council implementing decisions,amending,1
2020,4,Implementing acts,Commission implementing regulations,basic,33
2020,4,Implementing acts,Commission implementing regulations,amending,46
2020,4,Implementing acts,Commission implementing directives,basic,0
2020,4,Implementing acts,Commission implementing directives,amending,0
2020,4,Implementing acts,Commission implementing decisions,basic,5
2020,4,Implementing acts,Commission implementing decisions,amending,17
2020,4,Other acts,Commission regulations,basic,0
2020,4,Other acts,Commission regulations,amending,4
2020,4,Other acts,Commission directives,basic,0
2020,4,Other acts,Commission directives,amending,0
2020,4,Other acts,Commission decisions,basic,30
2020,4,Other acts,Commission decisions,amending,3
2020,4,Other acts,European Central Bank regulations,basic,1
2020,4,Other acts,European Central Bank regulations,amending,1
2020,4,Other acts,European Central Bank decisions,basic,1
2020,4,Other acts,European Central Bank decisions,amending,2
2020,4,Other acts,European Central Bank guidelines****,basic,0
2020,4,Other acts,European Central Bank guidelines****,amending,1
2020,4,Other acts,European Central Bank recommendations,basic,0
2020,4,Other acts,European Central Bank recommendations,amending,0
2020,4,Other acts,European Central Bank opinions,basic,2
2020,4,Other acts,European Central Bank opinions,amending,0
2020,5,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,3
2020,5,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,2
2020,5,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,5,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
2020,5,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
2020,5,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,5,Other legislative acts,Council regulations,basic,2
2020,5,Other legislative acts,Council regulations,amending,0
2020,5,Other legislative acts,Council directives,basic,0
2020,5,Other legislative acts,Council directives,amending,0
2020,5,Other legislative acts,Council decisions,basic,22
2020,5,Other legislative acts,Council decisions,amending,7
2020,5,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,3
2020,5,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,6
2020,5,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,5,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,5,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,5,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,1
2020,5,Implementing acts,Council implementing regulations,basic,0
2020,5,Implementing acts,Council implementing regulations,amending,3
2020,5,Implementing acts,Council implementing decisions,basic,1
2020,5,Implementing acts,Council implementing decisions,amending,1
2020,5,Implementing acts,Commission implementing regulations,basic,27
2020,5,Implementing acts,Commission implementing regulations,amending,39
2020,5,Implementing acts,Commission implementing directives,basic,0
2020,5,Implementing acts,Commission implementing directives,amending,0
2020,5,Implementing acts,Commission implementing decisions,basic,11
2020,5,Implementing acts,Commission implementing decisions,amending,19
2020,5,Other acts,Commission regulations,basic,0
2020,5,Other acts,Commission regulations,amending,2
2020,5,Other acts,Commission directives,basic,0
2020,5,Other acts,Commission directives,amending,1
2020,5,Other acts,Commission decisions,basic,20
2020,5,Other acts,Commission decisions,amending,0
2020,5,Other acts,European Central Bank regulations,basic,0
2020,5,Other acts,European Central Bank regulations,amending,0
2020,5,Other acts,European Central Bank decisions,basic,2
2020,5,Other acts,European Central Bank decisions,amending,1
2020,5,Other acts,European Central Bank guidelines****,basic,0
2020,5,Other acts,European Central Bank guidelines****,amending,1
2020,5,Other acts,European Central Bank recommendations,basic,0
2020,5,Other acts,European Central Bank recommendations,amending,0
2020,5,Other acts,European Central Bank opinions,basic,4
2020,5,Other acts,European Central Bank opinions,amending,0
2020,6,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,1
2020,6,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,3
2020,6,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,6,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,6,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,2
2020,6,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,6,Other legislative acts,Council regulations,basic,0
2020,6,Other legislative acts,Council regulations,amending,3
2020,6,Other legislative acts,Council directives,basic,0
2020,6,Other legislative acts,Council directives,amending,1
2020,6,Other legislative acts,Council decisions,basic,28
2020,6,Other legislative acts,Council decisions,amending,16
2020,6,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
2020,6,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,11
2020,6,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,6,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,6,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,6,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,6,Implementing acts,Council implementing regulations,basic,0
2020,6,Implementing acts,Council implementing regulations,amending,3
2020,6,Implementing acts,Council implementing decisions,basic,1
2020,6,Implementing acts,Council implementing decisions,amending,1
2020,6,Implementing acts,Commission implementing regulations,basic,20
2020,6,Implementing acts,Commission implementing regulations,amending,46
2020,6,Implementing acts,Commission implementing directives,basic,0
2020,6,Implementing acts,Commission implementing directives,amending,0
2020,6,Implementing acts,Commission implementing decisions,basic,5
2020,6,Implementing acts,Commission implementing decisions,amending,12
2020,6,Other acts,Commission regulations,basic,2
2020,6,Other acts,Commission regulations,amending,13
2020,6,Other acts,Commission directives,basic,0
2020,6,Other acts,Commission directives,amending,1
2020,6,Other acts,Commission decisions,basic,25
2020,6,Other acts,Commission decisions,amending,1
2020,6,Other acts,European Central Bank regulations,basic,0
2020,6,Other acts,European Central Bank regulations,amending,0
2020,6,Other acts,European Central Bank decisions,basic,2
2020,6,Other acts,European Central Bank decisions,amending,0
2020,6,Other acts,European Central Bank guidelines****,basic,1
2020,6,Other acts,European Central Bank guidelines****,amending,0
2020,6,Other acts,European Central Bank recommendations,basic,0
2020,6,Other acts,European Central Bank recommendations,amending,0
2020,6,Other acts,European Central Bank opinions,basic,1
2020,6,Other acts,European Central Bank opinions,amending,0
2020,7,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,3
2020,7,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,4
2020,7,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,1
2020,7,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,7,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,7,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,7,Other legislative acts,Council regulations,basic,0
2020,7,Other legislative acts,Council regulations,amending,1
2020,7,Other legislative acts,Council directives,basic,0
2020,7,Other legislative acts,Council directives,amending,1
2020,7,Other legislative acts,Council decisions,basic,17
2020,7,Other legislative acts,Council decisions,amending,8
2020,7,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,9
2020,7,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,7
2020,7,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,7,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,7,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,7,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,7,Implementing acts,Council implementing regulations,basic,1
2020,7,Implementing acts,Council implementing regulations,amending,5
2020,7,Implementing acts,Council implementing decisions,basic,2
2020,7,Implementing acts,Council implementing decisions,amending,4
2020,7,Implementing acts,Commission implementing regulations,basic,65
2020,7,Implementing acts,Commission implementing regulations,amending,75
2020,7,Implementing acts,Commission implementing directives,basic,0
2020,7,Implementing acts,Commission implementing directives,amending,0
2020,7,Implementing acts,Commission implementing decisions,basic,20
2020,7,Implementing acts,Commission implementing decisions,amending,28
2020,7,Other acts,Commission regulations,basic,2
2020,7,Other acts,Commission regulations,amending,3
2020,7,Other acts,Commission directives,basic,0
2020,7,Other acts,Commission directives,amending,0
2020,7,Other acts,Commission decisions,basic,31
2020,7,Other acts,Commission decisions,amending,1
2020,7,Other acts,European Central Bank regulations,basic,0
2020,7,Other acts,European Central Bank regulations,amending,0
2020,7,Other acts,European Central Bank decisions,basic,0
2020,7,Other acts,European Central Bank decisions,amending,2
2020,7,Other acts,European Central Bank guidelines****,basic,0
2020,7,Other acts,European Central Bank guidelines****,amending,0
2020,7,Other acts,European Central Bank recommendations,basic,1
2020,7,Other acts,European Central Bank recommendations,amending,0
2020,7,Other acts,European Central Bank opinions,basic,1
2020,7,Other acts,European Central Bank opinions,amending,0
2020,8,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2020,8,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2020,8,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,8,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,8,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,8,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,8,Other legislative acts,Council regulations,basic,0
2020,8,Other legislative acts,Council regulations,amending,0
2020,8,Other legislative acts,Council directives,basic,0
2020,8,Other legislative acts,Council directives,amending,0
2020,8,Other legislative acts,Council decisions,basic,0
2020,8,Other legislative acts,Council decisions,amending,0
2020,8,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,3
2020,8,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,10
2020,8,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,8,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,8,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,8,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,8,Implementing acts,Council implementing regulations,basic,0
2020,8,Implementing acts,Council implementing regulations,amending,2
2020,8,Implementing acts,Council implementing decisions,basic,1
2020,8,Implementing acts,Council implementing decisions,amending,2
2020,8,Implementing acts,Commission implementing regulations,basic,22
2020,8,Implementing acts,Commission implementing regulations,amending,33
2020,8,Implementing acts,Commission implementing directives,basic,0
2020,8,Implementing acts,Commission implementing directives,amending,0
2020,8,Implementing acts,Commission implementing decisions,basic,7
2020,8,Implementing acts,Commission implementing decisions,amending,13
2020,8,Other acts,Commission regulations,basic,1
2020,8,Other acts,Commission regulations,amending,2
2020,8,Other acts,Commission directives,basic,0
2020,8,Other acts,Commission directives,amending,0
2020,8,Other acts,Commission decisions,basic,30
2020,8,Other acts,Commission decisions,amending,0
2020,8,Other acts,European Central Bank regulations,basic,0
2020,8,Other acts,European Central Bank regulations,amending,0
2020,8,Other acts,European Central Bank decisions,basic,0
2020,8,Other acts,European Central Bank decisions,amending,0
2020,8,Other acts,European Central Bank guidelines****,basic,0
2020,8,Other acts,European Central Bank guidelines****,amending,0
2020,8,Other acts,European Central Bank recommendations,basic,1
2020,8,Other acts,European Central Bank recommendations,amending,0
2020,8,Other acts,European Central Bank opinions,basic,0
2020,8,Other acts,European Central Bank opinions,amending,0
2020,9,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2020,9,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2020,9,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,9,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,9,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,9,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2020,9,Other legislative acts,Council regulations,basic,0
2020,9,Other legislative acts,Council regulations,amending,2
2020,9,Other legislative acts,Council directives,basic,0
2020,9,Other legislative acts,Council directives,amending,0
2020,9,Other legislative acts,Council decisions,basic,15
2020,9,Other legislative acts,Council decisions,amending,4
2020,9,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,2
2020,9,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,3
2020,9,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,9,Non-legislative acts - Delegated acts,Commission delegated directives,amending,1
2020,9,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,9,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,9,Implementing acts,Council implementing regulations,basic,0
2020,9,Implementing acts,Council implementing regulations,amending,2
2020,9,Implementing acts,Council implementing decisions,basic,17
2020,9,Implementing acts,Council implementing decisions,amending,5
2020,9,Implementing acts,Commission implementing regulations,basic,35
2020,9,Implementing acts,Commission implementing regulations,amending,49
2020,9,Implementing acts,Commission implementing directives,basic,0
2020,9,Implementing acts,Commission implementing directives,amending,0
2020,9,Implementing acts,Commission implementing decisions,basic,8
2020,9,Implementing acts,Commission implementing decisions,amending,14
2020,9,Other acts,Commission regulations,basic,5
2020,9,Other acts,Commission regulations,amending,3
2020,9,Other acts,Commission directives,basic,0
2020,9,Other acts,Commission directives,amending,0
2020,9,Other acts,Commission decisions,basic,32
2020,9,Other acts,Commission decisions,amending,0
2020,9,Other acts,European Central Bank regulations,basic,0
2020,9,Other acts,European Central Bank regulations,amending,0
2020,9,Other acts,European Central Bank decisions,basic,6
2020,9,Other acts,European Central Bank decisions,amending,2
2020,9,Other acts,European Central Bank guidelines****,basic,0
2020,9,Other acts,European Central Bank guidelines****,amending,4
2020,9,Other acts,European Central Bank recommendations,basic,0
2020,9,Other acts,European Central Bank recommendations,amending,0
2020,9,Other acts,European Central Bank opinions,basic,3
2020,9,Other acts,European Central Bank opinions,amending,0
2020,10,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,2
2020,10,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,3
2020,10,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2020,10,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
2020,10,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
2020,10,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,1
2020,10,Other legislative acts,Council regulations,basic,1
2020,10,Other legislative acts,Council regulations,amending,1
2020,10,Other legislative acts,Council directives,basic,0
2020,10,Other legislative acts,Council directives,amending,0
2020,10,Other legislative acts,Council decisions,basic,44
2020,10,Other legislative acts,Council decisions,amending,11
2020,10,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,4
2020,10,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,13
2020,10,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,10,Non-legislative acts - Delegated acts,Commission delegated directives,amending,1
2020,10,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2020,10,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,10,Implementing acts,Council implementing regulations,basic,0
2020,10,Implementing acts,Council implementing regulations,amending,10
2020,10,Implementing acts,Council implementing decisions,basic,4
2020,10,Implementing acts,Council implementing decisions,amending,4
2020,10,Implementing acts,Commission implementing regulations,basic,46
2020,10,Implementing acts,Commission implementing regulations,amending,57
2020,10,Implementing acts,Commission implementing directives,basic,0
2020,10,Implementing acts,Commission implementing directives,amending,0
2020,10,Implementing acts,Commission implementing decisions,basic,11
2020,10,Implementing acts,Commission implementing decisions,amending,19
2020,10,Other acts,Commission regulations,basic,14
2020,10,Other acts,Commission regulations,amending,7
2020,10,Other acts,Commission directives,basic,0
2020,10,Other acts,Commission directives,amending,0
2020,10,Other acts,Commission decisions,basic,33
2020,10,Other acts,Commission decisions,amending,1
2020,10,Other acts,European Central Bank regulations,basic,0
2020,10,Other acts,European Central Bank regulations,amending,0
2020,10,Other acts,European Central Bank decisions,basic,2
2020,10,Other acts,European Central Bank decisions,amending,0
2020,10,Other acts,European Central Bank guidelines****,basic,0
2020,10,Other acts,European Central Bank guidelines****,amending,4
2020,10,Other acts,European Central Bank recommendations,basic,0
2020,10,Other acts,European Central Bank recommendations,amending,0
2020,10,Other acts,European Central Bank opinions,basic,5
2020,10,Other acts,European Central Bank opinions,amending,0
2020,11,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,2
2020,11,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,3
2020,11,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,1
2020,11,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2020,11,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2020,11,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,1
2020,11,Other legislative acts,Council regulations,basic,2
2020,11,Other legislative acts,Council regulations,amending,0
2020,11,Other legislative acts,Council directives,basic,0
2020,11,Other legislative acts,Council directives,amending,1
2020,11,Other legislative acts,Council decisions,basic,26
2020,11,Other legislative acts,Council decisions,amending,6
2020,11,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,1
2020,11,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,7
2020,11,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2020,11,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2020,11,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,1
2020,11,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2020,11,Implementing acts,Council implementing regulations,basic,0
2020,11,Implementing acts,Council implementing regulations,amending,6
2020,11,Implementing acts,Council implementing decisions,basic,1
2020,11,Implementing acts,Council implementing decisions,amending,4
2020,11,Implementing acts,Commission implementing regulations,basic,48
2020,11,Implementing acts,Commission implementing regulations,amending,61
2020,11,Implementing acts,Commission implementing directives,basic,0
2020,11,Implementing acts,Commission implementing directives,amending,0
2020,11,Implementing acts,Commission implementing decisions,basic,17
2020,11,Implementing acts,Commission implementing decisions,amending,30
2020,11,Other acts,Commission regulations,basic,2
2020,11,Other acts,Commission regulations,amending,6
2020,11,Other acts,Commission directives,basic,0
2020,11,Other acts,Commission directives,amending,0
2020,11,Other acts,Commission decisions,basic,28
2020,11,Other acts,Commission decisions,amending,2
2020,11,Other acts,European Central Bank regulations,basic,0
2020,11,Other acts,European Central Bank regulations,amending,1
2020,11,Other acts,European Central Bank decisions,basic,1
2020,11,Other acts,European Central Bank decisions,amending,2
2020,11,Other acts,European Central Bank guidelines****,basic,0
2020,11,Other acts,European Central Bank guidelines****,amending,0
2020,11,Other acts,European Central Bank recommendations,basic,0
2020,11,Other acts,European Central Bank recommendations,amending,0
2020,11,Other acts,European Central Bank opinions,basic,3
